name,online_order,book_table,rate,votes,location,rest_type,cost2plates,category,grouped_cuisines
drunken monkey,Yes,No,4.0,122,Church Street,Others,400.0,Desserts,Fast Food & Street Food
om sai skanda dosa camp,No,No,3.9,29,Indiranagar,Quick Bites,150.0,Dine-out,South Indian Cuisine
cake n cookies,No,No,3.7,0,JP Nagar,Bakery,350.0,Desserts,Fusion & Miscellaneous
milk n shakes,Yes,No,3.7,47,Koramangala 8th Block,Beverage Shop,300.0,Delivery,Desserts & Beverages
cream factory,No,No,3.4,17,Malleshwaram,Dessert Parlor,400.0,Desserts,Desserts & Beverages
sweet truth,Yes,No,4.0,19,Koramangala 1st Block,Delivery,500.0,Delivery,Desserts & Beverages
dash in,No,No,3.1,53,BTM,Casual Dining,600.0,Delivery,North Indian Cuisine
mitran da junction,Yes,No,4.1,322,Koramangala 6th Block,Quick Bites,600.0,Dine-out,North Indian Cuisine
punjabi corner,Yes,No,3.9,201,Bannerghatta Road,Quick Bites,250.0,Delivery,North Indian Cuisine
cool joint,No,No,4.2,41,Jayanagar,Beverage Shop,250.0,Desserts,Desserts & Beverages
madurai idly dosai centre,No,No,3.3,16,Banaswadi,Quick Bites,150.0,Dine-out,South Indian Cuisine
ubq by barbeque nation,Yes,No,3.4,6,Koramangala 1st Block,Delivery,450.0,Delivery,North Indian Cuisine
kurtoskalacs,No,No,4.7,262,Koramangala 5th Block,Others,350.0,Desserts,Fast Food & Street Food
sri lakshmi dhaba,Yes,No,2.9,255,BTM,Quick Bites,250.0,Delivery,North Indian Cuisine
corner huts,Yes,No,3.8,30,Bellandur,Quick Bites,300.0,Delivery,North Indian Cuisine
al swaad take away,Yes,No,3.1,12,Richmond Road,Quick Bites,350.0,Delivery,North Indian Cuisine
dabba karkhana,Yes,No,3.5,17,BTM,"Takeaway, Delivery",300.0,Delivery,North Indian Cuisine
keventers,Yes,No,3.6,22,Bellandur,Others,400.0,Delivery,Desserts & Beverages
oye amritsar,Yes,Yes,4.1,463,Church Street,Casual Dining,600.0,Delivery,North Indian Cuisine
the duke of juices,Yes,No,2.8,5,HSR,Quick Bites,200.0,Delivery,Desserts & Beverages
momo jojo,Yes,No,3.4,6,BTM,Quick Bites,300.0,Delivery,Asian Cuisine
bread and circus,No,No,3.7,50,Shanti Nagar,Cafe,550.0,Dine-out,Western Cuisine
"3b's - buddies, bar & barbecues",No,Yes,4.5,41,Marathahalli,"Casual Dining, Bar",1100.0,Drinks & nightlife,North Indian Cuisine
fill n chill resto bar & pub,Yes,Yes,3.9,41,Koramangala 4th Block,Bar,400.0,Pubs and bars,North Indian Cuisine
pot biryani,Yes,No,3.8,154,New BEL Road,Quick Bites,450.0,Delivery,North Indian Cuisine
swa-desh a family restaurant,No,No,3.7,0,Koramangala 1st Block,Quick Bites,300.0,Delivery,North Indian Cuisine
tastebuds,Yes,No,3.7,23,Sarjapur Road,Others,300.0,Desserts,Fast Food & Street Food
darjeeling momo adda,Yes,No,3.1,81,Bannerghatta Road,Quick Bites,200.0,Dine-out,North Indian Cuisine
yum in my tum,Yes,No,4.2,114,BTM,Quick Bites,300.0,Delivery,Asian Cuisine
thalassery restaurant,Yes,No,3.7,0,Bannerghatta Road,Casual Dining,600.0,Dine-out,North Indian Cuisine
rahar momo & cane,No,No,3.7,0,Marathahalli,Quick Bites,200.0,Delivery,Fast Food & Street Food
taste of andhra,No,No,3.7,0,Kalyan Nagar,Quick Bites,300.0,Dine-out,South Indian Cuisine
the chariot,Yes,No,2.9,50,Brigade Road,Quick Bites,350.0,Dine-out,North Indian Cuisine
chorum curryum,No,No,3.7,0,BTM,Quick Bites,250.0,Dine-out,South Indian Cuisine
barbecue by punjab grill,No,Yes,4.8,41,Malleshwaram,Casual Dining,400.0,Dine-out,Western Cuisine
chatpata,No,No,3.2,4,Brookefield,Food Court,500.0,Delivery,Fusion/Contemporary Indian Cuisine
northern route,Yes,No,4.1,159,St. Marks Road,Quick Bites,300.0,Delivery,North Indian Cuisine
pasta street,Yes,Yes,4.5,41,Indiranagar,Casual Dining,400.0,Dine-out,Western Cuisine
just khao suey,Yes,No,4.0,183,Indiranagar,Casual Dining,600.0,Dine-out,Fusion & Miscellaneous
x cafe,No,No,3.7,0,Shanti Nagar,Cafe,400.0,Dine-out,Asian Cuisine
crave bite,No,No,3.6,19,Jayanagar,Quick Bites,400.0,Dine-out,Asian Cuisine
kolkata kathi rolls,Yes,No,3.8,23,JP Nagar,Quick Bites,150.0,Delivery,Fast Food & Street Food
the london shakes,Yes,No,3.7,0,BTM,Beverage Shop,400.0,Delivery,Western Cuisine
little kitchen,Yes,No,3.6,82,Koramangala 1st Block,Quick Bites,400.0,Delivery,North Indian Cuisine
adithya tiffin centre,No,No,3.7,0,Shanti Nagar,"Takeaway, Delivery",200.0,Delivery,North Indian Cuisine
ibaco,Yes,No,4.0,129,Jayanagar,Dessert Parlor,300.0,Delivery,Desserts & Beverages
smack,No,No,3.7,0,Koramangala 1st Block,Quick Bites,200.0,Delivery,Fast Food & Street Food
singh saab,Yes,No,3.7,244,Indiranagar,Casual Dining,800.0,Delivery,North Indian Cuisine
mirapakaya,No,No,3.7,0,Bellandur,Quick Bites,300.0,Dine-out,South Indian Cuisine
5 degree centigrade,No,No,3.7,0,Koramangala 7th Block,Beverage Shop,150.0,Desserts,Desserts & Beverages
shiv sagar,No,No,3.6,10,Bannerghatta Road,Food Court,400.0,Delivery,South Indian Cuisine
bangalore mandarin,Yes,No,4.2,41,Indiranagar,Casual Dining,1100.0,Dine-out,Asian Cuisine
namma biriyani,Yes,No,3.7,15,Koramangala 5th Block,Quick Bites,250.0,Delivery,North Indian Cuisine
lila kitchen,Yes,No,2.9,8,Whitefield,Delivery,500.0,Delivery,North Indian Cuisine
one kg,No,No,3.7,0,Bannerghatta Road,"Takeaway, Delivery",400.0,Delivery,Mughlai & Hyderabadi Cuisine
jyothi prakash,No,No,3.7,0,Richmond Road,Quick Bites,150.0,Dine-out,South Indian Cuisine
world in a bowl,Yes,No,2.9,40,Indiranagar,Delivery,600.0,Delivery,North Indian Cuisine
the hungers zone,Yes,No,3.8,57,BTM,Quick Bites,300.0,Delivery,Western Cuisine
cakebuy,Yes,No,3.9,70,Bannerghatta Road,Dessert Parlor,350.0,Delivery,Desserts & Beverages
bake and juice,Yes,No,3.5,15,BTM,Quick Bites,400.0,Dine-out,North Indian Cuisine
naati manae,Yes,No,3.1,10,JP Nagar,Food Court,500.0,Delivery,South Indian Cuisine
gusto's pizza,No,No,3.1,10,Whitefield,"Takeaway, Delivery",500.0,Delivery,Western Cuisine
asgardian moreover chai,No,No,3.7,0,BTM,Quick Bites,300.0,Delivery,Fast Food & Street Food
cafe mangii,Yes,Yes,4.3,41,Lavelle Road,Casual Dining,400.0,Dine-out,Western Cuisine
the charlton bar,No,No,3.3,4,Residency Road,Bar,1000.0,Dine-out,North Indian Cuisine
hotel vkm,Yes,No,3.7,0,BTM,Quick Bites,300.0,Delivery,South Indian Cuisine
pretty baked,No,No,3.7,0,Hennur,"Takeaway, Delivery",300.0,Delivery,Desserts & Beverages
shawarma inc,Yes,No,3.1,31,Banashankari,Others,250.0,Delivery,Fast Food & Street Food
h3o,No,No,3.1,12,Kammanahalli,Bar,1000.0,Drinks & nightlife,North Indian Cuisine
divina - eden park restaurants,No,No,4.0,147,Jayanagar,Dessert Parlor,400.0,Delivery,Desserts & Beverages
aysha restaurant,No,No,3.7,0,Jeevan Bhima Nagar,Quick Bites,200.0,Delivery,North Indian Cuisine
sindhu hotel,No,No,3.7,0,Rajajinagar,Quick Bites,250.0,Dine-out,South Indian Cuisine
kobe sizzlers,No,Yes,4.1,41,Koramangala 5th Block,Casual Dining,1000.0,Dine-out,Western Cuisine
nossa goa,Yes,Yes,4.1,297,Richmond Road,Casual Dining,1000.0,Dine-out,West Indian Cuisine
fresh pressery cafe,Yes,No,4.1,141,Koramangala 5th Block,Cafe,400.0,Delivery,Desserts & Beverages
maiyas,Yes,No,3.9,291,Malleshwaram,Others,300.0,Dine-out,North Indian Cuisine
bundar,No,No,4.1,41,Koramangala 6th Block,Cafe,700.0,Dine-out,Fast Food & Street Food
a1 biriyani point,No,No,3.0,10,Seshadripuram,Quick Bites,200.0,Dine-out,Mughlai & Hyderabadi Cuisine
ibaco,Yes,No,4.0,59,HSR,Dessert Parlor,300.0,Delivery,Desserts & Beverages
deccan spices,Yes,No,3.7,24,Richmond Road,Quick Bites,500.0,Delivery,North Indian Cuisine
night booze,No,No,3.2,8,Thippasandra,"Casual Dining, Bar",600.0,Dine-out,North Indian Cuisine
the grand kitchen restaurant,No,No,3.7,0,BTM,Quick Bites,400.0,Dine-out,North Indian Cuisine
riwaz - the ritz-carlton,No,Yes,4.2,275,Residency Road,Others,400.0,Dine-out,North Indian Cuisine
what the food,No,No,3.6,38,BTM,Quick Bites,250.0,Dine-out,North Indian Cuisine
pizza hut,Yes,No,3.7,41,Koramangala 7th Block,Casual Dining,750.0,Dine-out,Western Cuisine
kkr foodies,Yes,Yes,3.2,60,St. Marks Road,Quick Bites,400.0,Delivery,North Indian Cuisine
monarch,No,No,3.5,10,Brigade Road,Casual Dining,700.0,Buffet,North Indian Cuisine
windmills craftworks,No,No,4.6,41,Whitefield,Others,400.0,Dine-out,North Indian Cuisine
cake dilim,Yes,No,3.7,0,Jeevan Bhima Nagar,Bakery,500.0,Desserts,Fusion & Miscellaneous
southern spice,No,Yes,3.0,83,Whitefield,Casual Dining,400.0,Delivery,South Indian Cuisine
navami kitchen,Yes,No,3.7,0,Banaswadi,Casual Dining,500.0,Delivery,North Indian Cuisine
royal chef naati oota,No,No,4.0,193,JP Nagar,Casual Dining,500.0,Dine-out,North Indian Cuisine
frostbite,No,No,3.5,15,Koramangala 5th Block,Others,400.0,Desserts,Fast Food & Street Food
call a cake,Yes,No,3.6,41,BTM,Delivery,500.0,Delivery,Fusion & Miscellaneous
cold stone creamery,Yes,No,4.1,142,Malleshwaram,Dessert Parlor,400.0,Desserts,Desserts & Beverages
kulfi & more,No,No,3.5,7,Koramangala 1st Block,Dessert Parlor,200.0,Desserts,Desserts & Beverages
lakeview milkbar,No,No,4.0,41,MG Road,Others,500.0,Delivery,Fast Food & Street Food
prakash cafe,No,No,3.4,26,Basavanagudi,Casual Dining,700.0,Dine-out,South Indian Cuisine
cafe 221b,Yes,Yes,3.7,49,BTM,Cafe,300.0,Dine-out,Desserts & Beverages
vennela andhra meals,Yes,No,3.0,23,Jayanagar,Quick Bites,400.0,Delivery,South Indian Cuisine
flavor of tibet,No,No,4.0,57,Koramangala 5th Block,Casual Dining,500.0,Dine-out,Fusion & Miscellaneous
kickin burger,Yes,No,3.1,22,Jayanagar,Quick Bites,400.0,Delivery,Fast Food & Street Food
slate cafe,Yes,No,4.1,46,JP Nagar,Cafe,600.0,Desserts,Fast Food & Street Food
kudla - hotel ramanashree,Yes,Yes,4.2,354,Richmond Road,Casual Dining,400.0,Dine-out,South Indian Cuisine
cake dilim,Yes,No,3.6,27,Sarjapur Road,Bakery,400.0,Delivery,Fusion & Miscellaneous
midnight mania,Yes,No,4.1,41,BTM,Quick Bites,700.0,Delivery,Western Cuisine
kairali restaurant,Yes,No,3.4,19,Electronic City,Quick Bites,400.0,Dine-out,South Indian Cuisine
swathi greenland,Yes,No,3.7,174,Others,"Casual Dining, Bar",800.0,Pubs and bars,North Indian Cuisine
tim tai,Yes,Yes,4.4,41,Koramangala 5th Block,Casual Dining,400.0,Delivery,Asian Cuisine
smally's resto cafe,Yes,No,4.2,41,Church Street,Cafe,650.0,Dine-out,Western Cuisine
tummy delight,No,No,3.5,16,BTM,Quick Bites,400.0,Dine-out,North Indian Cuisine
fresh bites,No,No,3.3,18,Indiranagar,"Takeaway, Delivery",450.0,Delivery,Asian Cuisine
white horse,No,No,3.8,177,JP Nagar,Quick Bites,400.0,Dine-out,North Indian Cuisine
teashot,No,No,2.9,24,Whitefield,Cafe,150.0,Cafes,Fusion & Miscellaneous
sharma ji chaats and desi khana,No,No,3.7,0,Jayanagar,Quick Bites,200.0,Delivery,North Indian Cuisine
tasty funda,No,No,3.3,4,Electronic City,Quick Bites,200.0,Dine-out,North Indian Cuisine
midnight hunger solutions 24/7,Yes,No,2.1,253,Indiranagar,Delivery,500.0,Delivery,North Indian Cuisine
jetlag,No,Yes,4.3,41,Rajajinagar,Others,400.0,Pubs and bars,North Indian Cuisine
sri rama,No,No,3.2,4,Shivajinagar,Quick Bites,200.0,Delivery,South Indian Cuisine
mra,Yes,No,3.7,25,HSR,"Takeaway, Delivery",200.0,Delivery,Fusion & Miscellaneous
balaji abhiruchi multicuisine restaurant,No,No,3.4,27,Marathahalli,Casual Dining,550.0,Delivery,North Indian Cuisine
mysuru coffee thindi,Yes,No,4.1,311,Jayanagar,Quick Bites,200.0,Dine-out,South Indian Cuisine
the adukkala restaurant,Yes,No,3.6,41,Brigade Road,Casual Dining,500.0,Delivery,South Indian Cuisine
milkshake kulture,No,No,3.5,10,Electronic City,Beverage Shop,300.0,Delivery,Desserts & Beverages
waah biryani,No,No,3.8,117,JP Nagar,Quick Bites,350.0,Delivery,North Indian Cuisine
south cool point,Yes,No,3.7,0,Basavanagudi,Dessert Parlor,100.0,Delivery,Desserts & Beverages
malabar kitchen,Yes,No,3.2,5,Commercial Street,Quick Bites,300.0,Dine-out,North Indian Cuisine
18+ ice cafe,No,No,3.5,25,Kammanahalli,Cafe,550.0,Dine-out,Asian Cuisine
ente keralam,Yes,No,4.0,41,Ulsoor,Casual Dining,400.0,Dine-out,South Indian Cuisine
nagas,Yes,No,2.9,9,Whitefield,"Takeaway, Delivery",300.0,Delivery,North Indian Cuisine
mahadii's,Yes,No,3.9,219,Kammanahalli,Casual Dining,600.0,Delivery,North Indian Cuisine
paani kum chai,Yes,No,3.7,0,HSR,Beverage Shop,100.0,Delivery,Desserts & Beverages
smoor,Yes,No,4.2,41,Koramangala 7th Block,Dessert Parlor,900.0,Delivery,Desserts & Beverages
jalpaan,Yes,Yes,3.9,41,Rajajinagar,Casual Dining,900.0,Dine-out,North Indian Cuisine
the night king,No,No,3.3,4,Koramangala 7th Block,"Takeaway, Delivery",400.0,Delivery,North Indian Cuisine
donne biriyani house,Yes,No,4.0,473,Indiranagar,Quick Bites,300.0,Delivery,Mughlai & Hyderabadi Cuisine
sree krishna kafe,No,No,3.9,115,JP Nagar,Quick Bites,200.0,Delivery,South Indian Cuisine
kitchen king,No,No,3.7,0,Bannerghatta Road,Quick Bites,250.0,Dine-out,North Indian Cuisine
lunch & munch,Yes,No,3.7,0,BTM,Delivery,500.0,Delivery,North Indian Cuisine
brea,Yes,No,3.4,34,Jeevan Bhima Nagar,Bakery,300.0,Delivery,Fast Food & Street Food
arya hungry?,Yes,No,4.3,279,Koramangala 7th Block,Quick Bites,450.0,Dine-out,North Indian Cuisine
momo rice noodles,Yes,No,3.2,86,Domlur,Quick Bites,600.0,Delivery,Asian Cuisine
al aziz durbar,No,No,3.7,0,Banaswadi,Quick Bites,350.0,Delivery,North Indian Cuisine
d'cafe,Yes,No,3.8,18,Domlur,Cafe,500.0,Cafes,Western Cuisine
shreyas upahar & burger point,Yes,No,3.1,8,Basavanagudi,Quick Bites,200.0,Delivery,South Indian Cuisine
tandoori knight,Yes,No,3.0,290,Banashankari,Quick Bites,450.0,Delivery,North Indian Cuisine
rock stone ice cream factory,Yes,No,4.0,131,BTM,Dessert Parlor,230.0,Delivery,Desserts & Beverages
anand sweets and savouries,Yes,No,4.0,99,Kammanahalli,Quick Bites,400.0,Desserts,Fusion/Contemporary Indian Cuisine
backyard,No,No,3.7,0,Richmond Road,Quick Bites,400.0,Delivery,South Indian Cuisine
popsies,Yes,No,3.9,41,Koramangala 5th Block,Casual Dining,750.0,Dine-out,Asian Cuisine
bat chef,Yes,No,2.6,26,Indiranagar,Quick Bites,500.0,Dine-out,Fast Food & Street Food
kshera sagar,No,No,3.3,4,Koramangala 8th Block,Quick Bites,350.0,Delivery,North Indian Cuisine
oggarne,No,No,3.2,13,Wilson Garden,"Takeaway, Delivery",300.0,Delivery,North Indian Cuisine
yummy punjabi,Yes,No,3.0,93,Bellandur,Quick Bites,400.0,Delivery,North Indian Cuisine
bonfooder,Yes,No,3.9,36,Sarjapur Road,Delivery,400.0,Delivery,North Indian Cuisine
food treat,No,No,3.7,0,Koramangala 1st Block,Quick Bites,400.0,Dine-out,North Indian Cuisine
oyster bay,No,No,3.2,5,Old Airport Road,Casual Dining,550.0,Delivery,North Indian Cuisine
cafe @ elanza,No,No,3.7,145,Richmond Road,Others,1000.0,Dine-out,North Indian Cuisine
cafemoto,Yes,No,4.0,201,Koramangala 5th Block,Cafe,800.0,Delivery,Western Cuisine
sri rajasthani foods,Yes,No,3.6,12,JP Nagar,Quick Bites,200.0,Delivery,North Indian Cuisine
rice bar,No,No,3.0,10,Marathahalli,Delivery,500.0,Delivery,North Indian Cuisine
ambur star briyani,Yes,No,3.6,386,BTM,Quick Bites,400.0,Dine-out,Mughlai & Hyderabadi Cuisine
lassi shop,Yes,No,3.9,38,JP Nagar,Beverage Shop,200.0,Delivery,Desserts & Beverages
biggies burger 'n' more,Yes,No,3.8,108,Koramangala 6th Block,Quick Bites,400.0,Dine-out,Fast Food & Street Food
shilpa vegetarian restaurant,No,No,3.7,0,Shivajinagar,Quick Bites,350.0,Delivery,North Indian Cuisine
vinaya coffee moments,Yes,No,3.8,46,JP Nagar,Cafe,450.0,Dine-out,Western Cuisine
sri venkateshwara sweetmeat stall,No,No,3.8,28,Malleshwaram,Others,300.0,Desserts,Fusion/Contemporary Indian Cuisine
hotel rangoon,Yes,No,3.7,17,Ulsoor,Quick Bites,300.0,Delivery,Fusion & Miscellaneous
tandoor,Yes,Yes,3.9,41,MG Road,Others,400.0,Dine-out,North Indian Cuisine
cafeteria al - falah,No,No,3.3,5,Banaswadi,Quick Bites,300.0,Dine-out,North Indian Cuisine
ammi's biryani,Yes,No,2.7,171,Kalyan Nagar,Casual Dining,500.0,Delivery,North Indian Cuisine
bikaner jn,Yes,No,3.9,85,JP Nagar,Quick Bites,300.0,Delivery,North Indian Cuisine
fresh kitchen,No,No,3.7,0,HSR,Quick Bites,400.0,Dine-out,North Indian Cuisine
lassi berg,Yes,No,3.5,13,BTM,Others,100.0,Delivery,Desserts & Beverages
rp sweets,No,No,3.4,9,BTM,Others,300.0,Delivery,Fusion & Miscellaneous
woodfire biryani,Yes,No,3.4,47,Whitefield,Quick Bites,250.0,Dine-out,North Indian Cuisine
chowmein kitchen,No,No,3.7,0,Ejipura,Quick Bites,150.0,Delivery,Asian Cuisine
kadamba gardenia,No,No,3.6,74,Others,Casual Dining,400.0,Delivery,North Indian Cuisine
rocksalt,Yes,Yes,4.4,41,St. Marks Road,Others,400.0,Drinks & nightlife,Fusion & Miscellaneous
frozen bottle,Yes,No,3.6,13,Sarjapur Road,Beverage Shop,400.0,Desserts,Desserts & Beverages
neer dosa fish land,No,No,3.6,39,BTM,Casual Dining,600.0,Delivery,Seafood
ambur dum biryani,No,No,3.7,0,Bellandur,Others,250.0,Dine-out,South Indian Cuisine
hotel khaaja,Yes,No,3.1,69,Bannerghatta Road,Quick Bites,250.0,Delivery,Mughlai & Hyderabadi Cuisine
mighty small,No,No,4.1,259,MG Road,"Casual Dining, Bar",555.4,Dine-out,Asian Cuisine
copper cafe & grill,No,No,3.7,0,HSR,Cafe,500.0,Dine-out,North Indian Cuisine
smoothies cafe,Yes,No,3.7,0,HBR Layout,"Takeaway, Delivery",200.0,Cafes,Fast Food & Street Food
rayalaseema abhiruchulu,No,No,3.7,0,BTM,Quick Bites,250.0,Dine-out,North Indian Cuisine
chaai resto,Yes,No,4.1,33,Sarjapur Road,Cafe,200.0,Dine-out,Fast Food & Street Food
mayuri,No,No,2.5,79,New BEL Road,Casual Dining,700.0,Dine-out,North Indian Cuisine
the belgian waffle co.,Yes,No,4.1,129,HSR,Dessert Parlor,350.0,Delivery,Desserts & Beverages
skyye,No,Yes,4.2,41,Lavelle Road,Others,400.0,Dine-out,Western Cuisine
simon says brew works,No,Yes,4.5,41,Koramangala 5th Block,Others,400.0,Drinks & nightlife,Western Cuisine
zam zam darbar,No,No,2.9,84,BTM,Casual Dining,500.0,Dine-out,North Indian Cuisine
noodle panda,Yes,No,4.3,336,Koramangala 5th Block,Casual Dining,800.0,Dine-out,Asian Cuisine
moto store & cafãâãâãâãâãâãâãâãâ©,Yes,No,4.2,382,Ulsoor,Cafe,500.0,Dine-out,Western Cuisine
the shed,No,No,3.7,0,Sarjapur Road,Cafe,400.0,Dine-out,Fast Food & Street Food
sweet chariot,Yes,No,3.1,7,Basaveshwara Nagar,Dessert Parlor,500.0,Delivery,Fast Food & Street Food
the curry hut plus,Yes,No,3.4,116,Bannerghatta Road,Casual Dining,400.0,Delivery,North Indian Cuisine
coffee time,No,No,3.7,0,BTM,"Takeaway, Delivery",150.0,Delivery,Fast Food & Street Food
navya andhra style restaurant,No,No,3.5,12,Hosur Road,Delivery,200.0,Delivery,North Indian Cuisine
shri krishna bhavan,No,No,3.7,96,Thippasandra,Quick Bites,350.0,Dine-out,North Indian Cuisine
sathya's,No,Yes,4.1,41,Koramangala 3rd Block,Bar,400.0,Dine-out,North Indian Cuisine
the hub - ibis hotel,No,No,3.5,29,Richmond Road,Bar,400.0,Buffet,Western Cuisine
sheesh kebab,Yes,No,4.1,69,Frazer Town,Casual Dining,700.0,Dine-out,North Indian Cuisine
dialogues,No,No,4.1,314,Koramangala 4th Block,Cafe,600.0,Dine-out,Western Cuisine
urban solace - cafãâãâãâãâãâãâãâãâãâãâãâãâãâãâãâãâ© for the soul,Yes,No,3.9,466,Ulsoor,Others,800.0,Delivery,Western Cuisine
hoppipola,Yes,No,4.3,41,Church Street,Others,400.0,Delivery,Western Cuisine
just sandwiches,Yes,No,3.6,10,BTM,Quick Bites,100.0,Dine-out,Fast Food & Street Food
snack souq,Yes,No,3.7,0,BTM,"Takeaway, Delivery",250.0,Delivery,Asian Cuisine
amande patisserie,Yes,No,4.2,233,Lavelle Road,Others,300.0,Delivery,Desserts & Beverages
coconut grove,No,Yes,3.9,41,Church Street,"Casual Dining, Bar",400.0,Dine-out,South Indian Cuisine
paratha singh pakora king,Yes,No,3.7,36,Koramangala 6th Block,Quick Bites,300.0,Delivery,North Indian Cuisine
cucumber town,Yes,No,4.2,310,BTM,Delivery,600.0,Delivery,North Indian Cuisine
sri krishna bhavan,No,No,3.4,14,Kalyan Nagar,Quick Bites,250.0,Dine-out,North Indian Cuisine
crezzo,No,No,3.7,0,Malleshwaram,Delivery,300.0,Delivery,South Indian Cuisine
hungerloft,Yes,No,2.5,109,BTM,Casual Dining,800.0,Delivery,North Indian Cuisine
engine,No,No,3.3,16,Ulsoor,"Casual Dining, Bar",950.0,Pubs and bars,North Indian Cuisine
nandhini paradise,No,Yes,3.7,289,Indiranagar,Casual Dining,600.0,Dine-out,North Indian Cuisine
fillers,Yes,No,3.9,140,BTM,Quick Bites,300.0,Delivery,North Indian Cuisine
nawab-e-khana,Yes,No,3.2,30,BTM,Quick Bites,500.0,Delivery,North Indian Cuisine
wafl,Yes,No,3.9,40,Bannerghatta Road,Food Court,400.0,Delivery,Fast Food & Street Food
fish chain,Yes,No,4.1,52,BTM,"Takeaway, Delivery",250.0,Delivery,Mughlai & Hyderabadi Cuisine
communiti,No,No,4.7,41,Residency Road,Others,400.0,Drinks & nightlife,Western Cuisine
chicken county,Yes,No,3.2,192,New BEL Road,Quick Bites,400.0,Delivery,North Indian Cuisine
bawarchi biryani,Yes,No,3.4,65,Koramangala 6th Block,Quick Bites,350.0,Delivery,South Indian Cuisine
sulemani chichas,Yes,No,3.7,0,Hennur,Quick Bites,300.0,Delivery,Mughlai & Hyderabadi Cuisine
grill 99 - the ritz-carlton,No,No,3.5,12,Residency Road,Others,400.0,Dine-out,Western Cuisine
beijing bites,Yes,No,3.7,75,Rajajinagar,Casual Dining,850.0,Dine-out,Asian Cuisine
rs shiv sagar,No,No,4.1,41,Commercial Street,Casual Dining,500.0,Dine-out,North Indian Cuisine
the chocolate heaven,Yes,No,3.7,0,Commercial Street,Others,600.0,Desserts,Desserts & Beverages
just sandwiches,Yes,No,3.6,10,BTM,Quick Bites,100.0,Delivery,Fast Food & Street Food
assi tussi lassi,Yes,No,3.7,25,Ejipura,Beverage Shop,200.0,Delivery,Fast Food & Street Food
smoke house deli,Yes,No,4.6,41,Lavelle Road,Casual Dining,400.0,Delivery,Western Cuisine
the salad studio,Yes,No,4.0,108,Bellandur,Cafe,400.0,Delivery,Healthy & Vegan
raaga,Yes,Yes,3.8,299,Indiranagar,Casual Dining,400.0,Delivery,North Indian Cuisine
sri sai 99 variety dosa,Yes,No,3.7,27,Nagawara,Quick Bites,200.0,Delivery,South Indian Cuisine
munch box,No,No,3.7,0,New BEL Road,Quick Bites,400.0,Dine-out,North Indian Cuisine
